,Date,Action,Company,Target,Broker,Company Symbol,Price at Announcement,Updated Price
5929,"February 01, 2019",Buy,Indiabulls Housing Finance,900, Motilal Oswal,IBULHSGFIN.NS,678.6500244140625,678.6500244140625
5930,"February 01, 2019",Buy,Emami,520, Motilal Oswal,EMAMIREAL.NS,125.0500030517578,125.0500030517578
5931,"February 01, 2019",Buy,Tata Communications,630, Motilal Oswal,TATACOMM.NS,498.95001220703125,498.95001220703125
5932,"February 01, 2019",Buy,Ashoka Buildcon,175, Motilal Oswal,ASHOKA.NS,121.1500015258789,121.1500015258789
5933,"February 01, 2019",Buy,Power Grid,231, Motilal Oswal,POWERGRID.NS,190.1999969482422,190.1999969482422
5934,"February 01, 2019",Buy,Tata Communications,630, Motilal Oswal,TATACOMM.NS,498.95001220703125,498.95001220703125
5935,"February 01, 2019",Buy,Ashoka Buildcon,175, Motilal Oswal,ASHOKA.NS,121.1500015258789,121.1500015258789
5936,"February 01, 2019",Buy,Power Grid,231, Motilal Oswal,POWERGRID.NS,190.1999969482422,190.1999969482422
5938,"January 31, 2019",Buy,Strides Pharma,590, Motilal Oswal,STAR.NS,461.3500061035156,461.3500061035156
5939,"January 31, 2019",Buy,IOC,183, Motilal Oswal,IOC.NS,136.85000610351562,136.85000610351562
5940,"January 31, 2019",Buy,CEAT,1370, Motilal Oswal,CEATLTD.NS,1086.050048828125,1086.050048828125
5941,"January 31, 2019",Buy,The Ramco Cement,680, Motilal Oswal,RAMCOCEM.NS,600.7000122070312,600.7000122070312
5942,"January 31, 2019",Buy,Axis Bank,775, Motilal Oswal,AXISBANK.NS,722.7000122070312,722.7000122070312
5943,"January 31, 2019",Buy,Music Broadcast,380, Motilal Oswal,RADIOCITY.NS,58.29999923706055,364.3749952316284
5944,"January 31, 2019",Buy,Shriram Transport Finance,1400, Motilal Oswal,SRTRANSFIN.NS,1015.3499755859376,1015.3499755859376
5945,"January 31, 2019",Buy,HDFC,2300, Motilal Oswal,HDFCLIFE.NS,371.6000061035156,371.6000061035156
5946,"January 31, 2019",Buy,Shriram City Union Finance,2000, Motilal Oswal,SHRIRAMCIT.NS,1713.449951171875,1713.449951171875
5947,"January 31, 2019",Buy,Piramal Enterprises,2775, Motilal Oswal,PEL.NS,1983.9599609375,1983.9599609375
5948,"January 31, 2019",Buy,RBL Bank,650, Motilal Oswal,RBLBANK.NS,568.6500244140625,568.6500244140625
5949,"January 31, 2019",Hold,Swaraj Engines,1450, ICICI Direct,SWARAJENG.NS,1437.75,1437.75
5950,"January 31, 2019",Buy,Supreme Industries,1150, ICICI Direct,SUPREMEIND.NS,994.5,994.5
5951,"January 31, 2019",Buy,Indian Bank,250, ICICI Direct,SOUTHBANK.NS,13.149999618530273,13.149999618530273
5952,"January 31, 2019",Buy,Wonderla Holidays,330, ICICI Direct,WONDERLA.NS,282.0,282.0
5953,"January 31, 2019",Buy,City Union Bank,225, ICICI Direct,CUB.NS,191.0,191.0
5954,"January 31, 2019",Buy,Music Broadcast,340, ICICI Direct,RADIOCITY.NS,58.29999923706055,364.3749952316284
5955,"January 31, 2019",Buy,Kansai Nerolac,480, ICICI Direct,KANSAINER.NS,446.3500061035156,446.3500061035156
5956,"January 31, 2019",Buy,Bajaj Finserv,6950, ICICI Direct,BAJAJFINSV.NS,6091.89990234375,6091.89990234375
5957,"January 31, 2019",Buy,Bajaj Finance,2900, ICICI Direct,BAJFINANCE.NS,2574.85009765625,2574.85009765625
5958,"January 31, 2019",Buy,HDFC,2050, ICICI Direct,HDFCLIFE.NS,371.6000061035156,371.6000061035156
5959,"January 31, 2019",Buy,Apcotex Industries,540, ICICI Direct,APCOTEXIND.NS,183.72000122070312,183.72000122070312
5960,"January 31, 2019",Buy,Ramco Cements,750, ICICI Direct,RAMCOCEM.NS,600.7000122070312,600.7000122070312
5962,"January 31, 2019",Hold,Sunteck Realty,370, ICICI Direct,SUNTECK.NS,344.04998779296875,344.04998779296875
5963,"January 31, 2019",Hold,Escorts,700, ICICI Direct,ESCORTS.NS,659.5999755859375,659.5999755859375
5964,"January 31, 2019",Hold,Persistent Systems,630, ICICI Direct,PERSISTENT.NS,602.0999755859375,602.0999755859375
5965,"January 31, 2019",Hold,TTK Prestige,8100, ICICI Direct,TTKPRESTIG.NS,6398.830078125,7678.59609375
5966,"January 31, 2019",Hold,HCL Technologies,1090, ICICI Direct,HCLTECH.NS,502.6000061035156,502.6000061035156
5967,"January 31, 2019",Hold,Mahindra Lifespace,430, ICICI Direct,MAHLIFE.NS,387.70001220703125,387.70001220703125
5968,"January 31, 2019",Hold,KEC International,265, ICICI Direct,KEC.NS,244.9499969482422,244.9499969482422
5970,"January 30, 2019",Buy,South Indian Bank,22, Prabhudas Lilladher,SOUTHBANK.NS,13.149999618530273,13.149999618530273
5971,"January 30, 2019",Buy,Zensar Technologies,278, Prabhudas Lilladher,ZENSARTECH.NS,221.5500030517578,221.5500030517578
5973,"January 30, 2019",Buy,ICICI Prudential Life Insurance Company,471, Prabhudas Lilladher,ICICIPRULI.NS,292.1499938964844,292.1499938964844
5974,"January 30, 2019",Buy,ITC,364, Prabhudas Lilladher,ITC.NS,275.5,275.5
5975,"January 30, 2019",Buy,Zee Media Corporation,38, Prabhudas Lilladher,ZEEMEDIA.NS,16.049999237060547,16.049999237060547
5976,"January 30, 2019",Buy,Sharda Cropchem,444, Prabhudas Lilladher,SHARDACROP.NS,315.3999938964844,315.3999938964844
5977,"January 30, 2019",Buy,Rallis India,242, Prabhudas Lilladher,RALLIS.NS,161.10000610351562,161.10000610351562
5978,"January 30, 2019",Buy,HDFC Bank,2371, Prabhudas Lilladher,HDFCBANK.NS,1017.3499755859376,2034.6999511718752
5979,"January 30, 2019",Buy,Maruti Suzuki,7600, Prabhudas Lilladher,MARUTI.NS,6548.25,6548.25
5980,"January 30, 2019",Buy,Shriram Transport Finance,1657, Prabhudas Lilladher,SRTRANSFIN.NS,1014.7000122070312,1014.7000122070312
5981,"January 30, 2019",Buy,Music Broadcast,405, Prabhudas Lilladher,RADIOCITY.NS,58.31999969482422,364.49999809265137
5982,"January 30, 2019",Buy,HDFC,2266, Prabhudas Lilladher,HDFCLIFE.NS,370.3999938964844,370.3999938964844
5983,"January 30, 2019",Buy,Bank of Baroda,161, Prabhudas Lilladher,BANKBARODA.NS,113.6999969482422,113.6999969482422
5985,"January 30, 2019",Hold,Kotak Mahindra Bank,1291, Prabhudas Lilladher,KOTAKBANK.NS,1222.199951171875,1222.199951171875
5986,"January 30, 2019",Hold,Hindustan Zinc,275, Prabhudas Lilladher,HINDZINC.NS,261.64999389648443,261.64999389648443
5988,"January 30, 2019",Hold,Colgate Palmolive,1245, Prabhudas Lilladher,COLPAL.NS,1272.9000244140625,1272.9000244140625
5990,"January 30, 2019",Hold,The Ramco Cements,600, Prabhudas Lilladher,RAMCOCEM.NS,592.5499877929688,592.5499877929688
5991,"January 30, 2019",Accumulate,Axis Bank,745, Prabhudas Lilladher,AXISBANK.NS,690.9500122070312,690.9500122070312
5992,"January 30, 2019",Accumulate,Asian Paints,1460, Prabhudas Lilladher,ASIANPAINT.NS,1390.4000244140625,1390.4000244140625
5994,"January 30, 2019",Accumulate,Pidilite Industries,1163, Prabhudas Lilladher,PIDILITIND.NS,1110.0999755859377,1110.0999755859377
5996,"January 30, 2019",Accumulate,Kansai Nerolac Paints,498, Prabhudas Lilladher,KANSAINER.NS,434.20001220703125,434.20001220703125
5997,"January 30, 2019",Accumulate,Eris Lifesciences,695, Prabhudas Lilladher,ERIS.NS,645.2000122070312,645.2000122070312
5998,"January 30, 2019",Accumulate,HCL Technologies,1170, Prabhudas Lilladher,HCLTECH.NS,509.20001220703125,509.20001220703125
6000,"January 30, 2019",Accumulate,HDFC Bank,2450 , Dolat Capital,HDFCBANK.NS,1017.3499755859376,2034.6999511718752
6001,"January 30, 2019",Accumulate,Kotak Mahindra Bank,1420 , Dolat Capital,KOTAKBANK.NS,1222.199951171875,1222.199951171875
6002,"January 30, 2019",Accumulate,Asian Paints,1513 , Dolat Capital,ASIANPAINT.NS,1390.4000244140625,1390.4000244140625
6003,"January 30, 2019",Accumulate,TVS Motor Company,599 , Dolat Capital,TVSMOTOR.NS,492.0,492.0
6004,"January 30, 2019",Accumulate,Supreme Industries,1206, Dolat Capital,SUPREMEIND.NS,999.5,999.5
6005,"January 30, 2019",Accumulate,Pidilite Industries,1290, Dolat Capital,PIDILITIND.NS,1110.0999755859377,1110.0999755859377
6006,"January 30, 2019",Accumulate,Wonderla Holidays,320, Dolat Capital,WONDERLA.NS,282.54998779296875,282.54998779296875
6007,"January 30, 2019",Buy,Persistent Systems,750, Dolat Capital,PERSISTENT.NS,601.8499755859375,601.8499755859375
6009,"January 30, 2019",Buy,ITC,320, Dolat Capital,ITC.NS,275.5,275.5
6010,"January 30, 2019",Buy,Havells,800, Dolat Capital,HAVELLS.NS,703.3499755859375,703.3499755859375
6011,"January 30, 2019",Buy,Yes Bank,350, Dolat Capital,YESBANK.NS,199.5,199.5
6014,"January 30, 2019",Accumulate,Colgate Palmolive (India),1509, Dolat Capital,COLPAL.NS,1272.9000244140625,1272.9000244140625
6017,"January 28, 2019",Buy,Maruti Suzuki,7400, HDFC Securities,MARUTI.NS,6511.0498046875,6511.0498046875
6018,"January 28, 2019",Buy,PVR,1750, ICICI Direct,PVR.NS,1577.199951171875,1577.199951171875
6021,"January 28, 2019",Buy,Maruti Suzuki,7400, HDFC Securities,MARUTI.NS,6511.0498046875,6511.0498046875
6022,"January 28, 2019",Buy,PVR,1750, ICICI Direct,PVR.NS,1577.199951171875,1577.199951171875
6023,"January 28, 2019",Buy,Zee Entertainment,500, ICICI Direct,ZEEL.NS,373.2999877929688,373.2999877929688
6024,"January 28, 2019",Buy,UltraTech Cement,4150, ICICI Direct,ULTRACEMCO.NS,3374.449951171875,3374.449951171875
6025,"January 28, 2019",Hold,Maruti Suzuki India,6000, ICICI Direct,MARUTI.NS,6511.0498046875,6511.0498046875
6026,"January 28, 2019",Buy,Navin Fluorine International,836, HDFC Securities,NAVINFLUOR.NS,625.9000244140625,625.9000244140625
6028,"January 28, 2019",Buy,Radico Khaitan,592, HDFC Securities,RADICO.NS,417.6000061035156,417.6000061035156
6029,"January 28, 2019",Buy,Dishman Carbogen Amcis,380, HDFC Securities,DCAL.NS,210.75,210.75
6032,"January 28, 2019",Hold,Kewal Kiran Clothing,1415, Sharekhan,KKCL.NS,1169.8499755859375,1169.8499755859375
6033,"January 28, 2019",Hold,Supreme Industries,1150, Sharekhan,SUPREMEIND.NS,994.2000122070312,994.2000122070312
6034,"January 28, 2019",Hold,Yes Bank,245, Sharekhan,YESBANK.NS,207.5,207.5
6035,"January 28, 2019",Hold,Maruti Suzuki,6950, Sharekhan,MARUTI.NS,6511.0498046875,6511.0498046875
6036,"January 28, 2019",Buy,Wipro,390, Sharekhan,WIPRO.NS,266.36300659179693,355.15067545572924
6037,"January 28, 2019",Buy,HDFC Bank,2650, Sharekhan,HDFCBANK.NS,1042.0699462890623,2084.1398925781245
6040,"January 28, 2019",Buy,ITC,347, Sharekhan,ITC.NS,274.75,274.75
6041,"January 28, 2019",Buy,UltraTech Cement,4330, Sharekhan,ULTRACEMCO.NS,3374.449951171875,3374.449951171875
6044,"January 28, 2019",Buy,Biocon,760, ICICI Direct,BIOCON.NS,324.5249938964844,649.0499877929688
6045,"January 28, 2019",Buy,United Spirits,700, ICICI Direct,MCDOWELL-N.NS,544.0999755859375,544.0999755859375
6048,"January 28, 2019",Buy,VST Industries,4000, ICICI Direct,VSTIND.NS,3177.5,3177.5
6049,"January 28, 2019",Buy,Pidilite Industries,1250, ICICI Direct,PIDILITIND.NS,1102.0,1102.0
6050,"January 28, 2019",Buy,Yes Bank,300, ICICI Direct,YESBANK.NS,207.5,207.5
6053,"January 28, 2019",Hold,Kewal Kiran Clothing,1160, ICICI Direct,KKCL.NS,1169.8499755859375,1169.8499755859375
6057,"January 28, 2019",Buy,PVR,1850, Motilal Oswal,PVR.NS,1577.199951171875,1577.199951171875
6058,"January 28, 2019",Buy,Indian Bank,300, Motilal Oswal,SOUTHBANK.NS,13.149999618530273,13.149999618530273
6059,"January 28, 2019",Buy,Tata Elxsi,1050, Motilal Oswal,TATAELXSI.NS,875.0999755859375,875.0999755859375
6060,"January 28, 2019",Buy,Maruti Suzuki,7777, Motilal Oswal,MARUTI.NS,6511.0498046875,6511.0498046875
6061,"January 28, 2019",Buy,Mahindra Financial Services,518, Motilal Oswal,M&MFIN.NS,403.6000061035156,403.6000061035156
6062,"January 28, 2019",Buy,Dewan Housing,300, Motilal Oswal,DHFL.NS,184.8999938964844,184.8999938964844
6063,"January 25, 2019",Buy,Zensar Technologies,300, HDFC Securities,ZENSARTECH.NS,225.6999969482422,225.6999969482422
6064,"January 25, 2019",Buy,Yes Bank,270, Motilal Oswal,YESBANK.NS,219.6000061035156,219.6000061035156
6066,"January 25, 2019",Buy,ICICI Prudential Life,380, HDFC Securities,ICICIPRULI.NS,299.3999938964844,299.3999938964844
6067,"January 25, 2019",Buy,Kotak Mahindra Bank,1400, HDFC Securities,KOTAKBANK.NS,1266.1500244140625,1266.1500244140625
6069,"January 25, 2019",Buy,Rallis India,227, HDFC Securities,RALLIS.NS,162.3000030517578,162.3000030517578
6070,"January 25, 2019",Buy,Cyient,790, HDFC Securities,CYIENT.NS,599.5499877929688,599.5499877929688
6071,"January 25, 2019",Buy,L&T Technology Services,2030, HDFC Securities,LTTS.NS,1677.6500244140625,1677.6500244140625
6072,"January 25, 2019",Buy,Oberoi Realty,525, HDFC Securities,OBEROIRLTY.NS,457.2999877929688,457.2999877929688
6073,"January 25, 2019",Buy,ITC,383, HDFC Securities,ITC.NS,279.20001220703125,279.20001220703125
6075,"January 25, 2019",Hold,Hindustan Unilever,1900, ICICI Direct,HINDUNILVR.NS,1756.800048828125,1756.800048828125
6076,"January 25, 2019",Hold,Rallis India,180, ICICI Direct,RALLIS.NS,162.3000030517578,162.3000030517578
6077,"January 25, 2019",Hold,Kotak Mahindra Bank,1400, ICICI Direct,KOTAKBANK.NS,1266.1500244140625,1266.1500244140625
6078,"January 25, 2019",Hold,Hindustan Zinc,260, ICICI Direct,HINDZINC.NS,250.3999938964844,250.3999938964844
6079,"January 25, 2019",Hold,Alembic Pharma,620, ICICI Direct,APLLTD.NS,589.7000122070312,589.7000122070312
6081,"January 25, 2019",Buy,PNB Housing Finance,1100, Motilal Oswal,PNBHOUSING.NS,893.1500244140625,893.1500244140625
6083,"January 25, 2019",Buy,Colgate,1540, Motilal Oswal,COLPAL.NS,1288.300048828125,1288.300048828125
6084,"January 25, 2019",Buy,Pidilite Industries,1280, Motilal Oswal,PIDILITIND.NS,1129.800048828125,1129.800048828125
6086,"January 24, 2019",Buy,ITC,340, ICICI Direct,ITC.NS,278.89999389648443,278.89999389648443
6087,"January 24, 2019",Buy,Oberoi Realty,510, ICICI Direct,OBEROIRLTY.NS,471.70001220703125,471.70001220703125
6088,"January 24, 2019",Buy,Federal Bank,110, ICICI Direct,FEDERALBNK.NS,88.9000015258789,88.9000015258789
6089,"January 24, 2019",Buy,Kajaria Ceramics,620, ICICI Direct,KAJARIACER.NS,537.1500244140625,537.1500244140625
6090,"January 24, 2019",Buy,HDFC Bank,2400, ICICI Direct,HDFCBANK.NS,1051.1199951171877,2102.2399902343755
6091,"January 24, 2019",Buy,Wipro,375, ICICI Direct,WIPRO.NS,263.81298828125,351.7506510416667
6093,"January 24, 2019",Buy,SBI Life Insurance,745, ICICI Direct,SBILIFE.NS,618.25,618.25
6094,"January 24, 2019",Buy,Asian Paints,1600, ICICI Direct,ASIANPAINT.NS,1401.8499755859375,1401.8499755859375
6095,"January 24, 2019",Buy,Havells India,800, ICICI Direct,HAVELLS.NS,702.5999755859375,702.5999755859375
6096,"January 24, 2019",Buy,Zensar Technologies,260, Motilal Oswal,ZENSARTECH.NS,220.3999938964844,220.3999938964844
6097,"January 24, 2019",Buy,ICICI Prudential Life Insurance,430, Motilal Oswal,ICICIPRULI.NS,303.79998779296875,303.79998779296875
6098,"January 24, 2019",Buy,Aurobindo Pharma,940, Motilal Oswal,AUROPHARMA.NS,788.7999877929688,788.7999877929688
6099,"January 24, 2019",Buy,Cyient,675, ICICI Direct,CYIENT.NS,592.0499877929688,592.0499877929688
6100,"January 24, 2019",Buy,Syngene International,675, ICICI Direct,SYNGENE.NS,294.45001220703125,294.45001220703125
6101,"January 23, 2019",Buy,Shilpa Medicare,620, Motilal Oswal,SHILPAMED.NS,398.3999938964844,398.3999938964844
6102,"January 23, 2019",Buy,HDFC Bank,2500, Motilal Oswal,HDFCBANK.NS,1052.699951171875,2105.39990234375
6103,"January 23, 2019",Buy,NMDC,111, Motilal Oswal,NMDC.NS,89.9000015258789,89.9000015258789
6104,"January 23, 2019",Buy,AU Small Finance Bank,720, Motilal Oswal,AUBANK.NS,589.0999755859375,589.0999755859375
6106,"January 23, 2019",Buy,Coromandel International,571, Motilal Oswal,COROMANDEL.NS,434.20001220703125,434.20001220703125
6107,"January 23, 2019",Buy,Havells India,820, Motilal Oswal,HAVELLS.NS,696.2000122070312,696.2000122070312
6108,"January 23, 2019",Buy,AU Small Finance Bank,720, Motilal Oswal,AUBANK.NS,589.0999755859375,589.0999755859375
6110,"January 23, 2019",Buy,Coromandel International,571, Motilal Oswal,COROMANDEL.NS,434.20001220703125,434.20001220703125
6111,"January 23, 2019",Buy,Havells India,820, Motilal Oswal,HAVELLS.NS,696.2000122070312,696.2000122070312
6114,"January 23, 2019",Buy,Sun Pharma,560, Motilal Oswal,SPARC.NS,172.6999969482422,172.6999969482422
6116,"January 18, 2019",Accumulate,Reliance Industries,1238, Prabhudas Lilladher,RELIANCE.NS,1184.3499755859375,1184.3499755859375
6117,"January 18, 2019",Buy,Federal Bank,102, Prabhudas Lilladher,FEDERALBNK.NS,90.0,90.0
6118,"January 18, 2019",Hold,MindTree,930, ICICI Direct,MINDTREE.NS,887.0,887.0
6119,"January 18, 2019",Accumulate,Hindustan Unilever,1877, Dolat Capital,HINDUNILVR.NS,1744.0999755859375,1744.0999755859375
6120,"January 18, 2019",Buy,Reliance Industries,1426, Motilal Oswal,RELIANCE.NS,1184.3499755859375,1184.3499755859375
6122,"January 18, 2019",Hold,Hindustan Unilever,1874, Prabhudas Lilladher,HINDUNILVR.NS,1744.0999755859375,1744.0999755859375
6123,"January 18, 2019",Buy,Reliance Industries,1465, Sharekhan,RELIANCE.NS,1184.3499755859375,1184.3499755859375
6124,"January 18, 2019",Buy,DCB Bank,218, Cholamandalam Securities,DCBBANK.NS,185.5500030517578,185.5500030517578
6125,"January 18, 2019",Buy,Federal Bank,121, LKP Research,FEDERALBNK.NS,90.0,90.0
6126,"January 18, 2019",Buy,Federal Bank,115, Motilal Oswal,FEDERALBNK.NS,90.0,90.0
6127,"January 18, 2019",Buy,Hindustan Unilever,2120, Motilal Oswal,HINDUNILVR.NS,1744.0999755859375,1744.0999755859375
6128,"January 18, 2019",Buy,Federal Bank,110, ICICI Direct,FEDERALBNK.NS,90.0,90.0
6130,"January 17, 2019",Buy,Trident,94, Motilal Oswal,TRIDENT.NS,7.079999923706055,70.79999923706055
6131,"January 17, 2019",Buy,DCB Bank,210, ICICI Direct,DCBBANK.NS,186.3000030517578,186.3000030517578
6132,"January 17, 2019",Accumulate,MindTree,980, Dolat Capital,MINDTREE.NS,867.8499755859375,867.8499755859375
6133,"January 17, 2019",Buy,Info Edge,1900, Sharekhan,NAUKRI.NS,1622.8499755859375,1622.8499755859375
6135,"January 17, 2019",Buy,Trident,90, Cholamandalam Securities,TRIDENT.NS,7.079999923706055,70.79999923706055
6138,"January 17, 2019",Buy,MindTree,1000, Motilal Oswal,MINDTREE.NS,867.8499755859375,867.8499755859375
6139,"January 17, 2019",Buy,Phillips Carbon Black,250, ICICI Direct,PHILIPCARB.NS,207.6499938964844,207.6499938964844
6142,"January 16, 2019",Buy,Multi Commodity Exchange,957, HDFC Securities,MCX.NS,752.2000122070312,752.2000122070312
6143,"January 16, 2019",Hold,Zee Entertainment,500, ICICI Direct,ZEEL.NS,452.1000061035156,452.1000061035156
6144,"January 16, 2019",Buy,Zee Entertainment,595, LKP Research,ZEEL.NS,452.1000061035156,452.1000061035156
6145,"January 16, 2019",Accumulate,Karnataka Bank,136, Arihant Capital,KTKBANK.NS,119.1999969482422,131.11999664306643
6147,"January 16, 2019",Buy,Zee Entertainment Enterprises,550, Sharekhan,ZEEL.NS,452.1000061035156,452.1000061035156
6148,"January 16, 2019",Buy,MCX,900, Motilal Oswal,MCX.NS,752.2000122070312,752.2000122070312
6150,"January 16, 2019",Buy,Zee Entertainment,512, HDFC Securities,ZEEL.NS,452.1000061035156,452.1000061035156
6151,"January 15, 2019",Hold,Avenue Supermarts,1479, Geojit,DMART.NS,1390.0,1390.0
6152,"January 15, 2019",Hold,Gujarat Gas,150, ICICI Direct,GUJGASLTD.NS,143.3000030517578,143.3000030517578
6153,"January 15, 2019",Buy,Infosys,780, ICICI Direct,INFY.NS,726.5999755859375,726.5999755859375
6154,"January 15, 2019",Hold,Bandhan Bank,505, Arihant Capital,BANDHANBNK.NS,452.5499877929688,452.5499877929688
6156,"January 15, 2019",Buy,Surya Roshni,328, Kotak Securities,SURYAROSNI.NS,246.3500061035156,246.3500061035156
6159,"January 14, 2019",Buy,Infosys,840, Dolat Capital,INFY.NS,701.9000244140625,701.9000244140625
6160,"January 14, 2019",Accumulate,Infosys,800, Arihant Capital,INFY.NS,701.9000244140625,701.9000244140625
6161,"January 14, 2019",Hold,Tata Consultancy Services,1750, ICICI Direct,TCS.NS,1813.25,1813.25
6162,"January 14, 2019",Buy,Infosys,840, Sharekhan,INFY.NS,701.9000244140625,701.9000244140625
6163,"January 14, 2019",Buy,Laurus Labs,480, HDFC Securities,LAURUSLABS.NS,75.44999694824219,377.24998474121094
6164,"January 14, 2019",Buy,Infosys,810, Prabhudas Lilladher,INFY.NS,701.9000244140625,701.9000244140625
